1678859222.25, 7.0008, 0.2104, 0.0
1678859222.35, 7.2114, 0.2047, 0.0
1678859222.46, 7.4237, 0.2225, 0.0
1678859222.56, 7.6543, 0.2225, 0.0
1678859222.65, 7.889, 0.2246, 0.0
1678859222.75, 8.0978, 0.224, 0.0
1678859222.86, 8.3405, 0.2315, 0.0
1678859222.98, 8.5561, 0.216, 0.0
1678859223.06, 8.789, 0.225, 0.0
1678859223.15, 9.0257, 0.2176, 0.0
1678859223.26, 9.2636, 0.213, 0.0
1678859223.35, 9.4702, 0.222, 0.0
1678859223.45, 9.6918, 0.2191, 0.0
1678859223.56, 9.9294, 0.204, 0.0
1678859223.65, 10.128, 0.2141, 0.0297
1678859223.75, 10.3413, 0.2028, 0.0401
1678859223.86, 10.5313, 0.2012, 0.045
1678859223.96, 10.7378, 0.2101, 0.0354
1678859224.05, 10.9556, 0.1945, 0.0462
1678859224.15, 11.1538, 0.1967, 0.0418
1678859224.26, 11.3652, 0.1953, 0.0408
1678859224.35, 11.572, 0.1944, 0.0398
1678859224.45, 11.7591, 0.178, 0.0069
1678859224.56, 11.9717, 0.1791, -0.0069
1678859224.65, 12.1777, 0.1741, -0.0002
1678859224.76, 12.3811, 0.1778, -0.0003
1678859224.86, 12.5844, 0.1696, -0.0003
1678859224.95, 12.8048, 0.1682, -0.0048
1678859225.06, 13.0053, 0.1666, -0.0166
1678859225.15, 13.2328, 0.1833, 0.033
1678859225.26, 13.4369, 0.1769, -0.1078
1678859225.36, 13.666, 0.1887, -0.0319
1678859225.45, 13.9101, 0.1971, -0.0478
1678859225.55, 14.0645, 0.1762, 0.0005
1678859225.66, 14.2557, 0.191, 0.0004
1678859225.75, 14.4679, 0.1901, 0.0
1678859225.86, 14.6712, 0.1859, 0.0
1678859225.96, 14.872, 0.178, 0.0
1678859226.06, 15.0419, 0.1734, 0.019
1678859226.16, 15.2376, 0.1736, 0.0201
1678859226.25, 15.4311, 0.1652, 0.0283
1678859226.36, 15.6243, 0.1764, 0.0212
1678859226.45, 15.8228, 0.1769, 0.0237
1678859226.55, 16.0131, 0.1749, 0.0249
1678859226.66, 16.2036, 0.1784, 0.0232
1678859226.76, 16.3933, 0.1867, 0.0222
1678859226.85, 16.5855, 0.1899, 0.0194
1678859226.95, 16.7733, 0.1903, 0.0181
1678859227.06, 16.9533, 0.1791, 0.0311
1678859227.15, 17.1348, 0.1814, 0.0304
1678859227.26, 17.3381, 0.1921, -0.001
1678859227.35, 17.5183, 0.1982, -0.0047
1678859227.46, 17.7105, 0.2018, -0.0088
1678859227.56, 17.8876, 0.2086, -0.008
1678859227.65, 18.0666, 0.2054, -0.0054
1678859227.75, 18.2418, 0.203, -0.0021
1678859227.86, 18.4185, 0.2213, -0.0205
1678859227.95, 18.5877, 0.2036, 0.0017
1678859228.05, 18.7613, 0.2264, -0.0195
1678859228.25, 19.1032, 0.2291, -0.031
1678859228.36, 19.2475, 0.2127, -0.0222
1678859228.55, 19.4708, 0.2048, -0.0324
1678859228.66, 19.6101, 0.2286, -0.0446
1678859228.75, 19.7683, 0.2198, -0.041
1678859228.86, 19.939, 0.2159, -0.0433
1678859228.97, 20.1102, 0.2157, -0.0441
1678859229.06, 20.2817, 0.2096, -0.0387
1678859229.16, 20.4434, 0.2073, -0.042
1678859229.25, 20.6129, 0.2097, -0.0422
1678859229.46, 20.951, 0.189, -0.0149
1678859229.65, 21.2818, 0.1857, -0.0477
1678859229.76, 21.4285, 0.1935, -0.08
1678859229.85, 21.5943, 0.1944, -0.0832
1678859229.96, 21.7605, 0.1788, -0.0775
1678859230.05, 21.9209, 0.1811, -0.0765
1678859230.15, 22.0759, 0.1954, -0.0875
1678859230.26, 22.2313, 0.1884, -0.064
1678859230.35, 22.4036, 0.1682, -0.0554
1678859230.46, 22.558, 0.1656, -0.0598
1678859230.55, 22.7113, 0.1827, -0.071
1678859230.66, 22.8872, 0.1622, -0.0528
1678859230.76, 23.043, 0.1601, -0.0568
1678859230.85, 23.1959, 0.161, -0.0612
1678859230.96, 23.3367, 0.1706, -0.0806
1678859231.06, 23.4897, 0.1642, -0.083
1678859231.15, 23.6579, 0.1634, -0.0719
1678859231.26, 23.8072, 0.1594, -0.0731
1678859231.35, 23.9728, 0.1568, -0.0753
1678859231.46, 24.1273, 0.1479, -0.0732
1678859231.55, 24.2861, 0.147, -0.0741
1678859231.65, 24.4475, 0.137, -0.072
1678859231.76, 24.5998, 0.1324, -0.0685
1678859231.85, 24.7536, 0.1324, -0.0742
1678859231.96, 24.9072, 0.1186, -0.0721
1678859232.05, 25.0622, 0.1201, -0.0738
1678859232.26, 25.2515, 0.1582, -0.2224
1678859232.46, 25.5885, 0.1342, -0.2338
1678859232.55, 25.8055, 0.0936, -0.1151
1678859232.66, 25.931, 0.0893, -0.1412
1678859232.75, 26.0876, 0.0811, -0.1513
1678859232.86, 26.2435, 0.0756, -0.1571
1678859232.95, 26.371, 0.0739, -0.1811
1678859233.06, 26.539, 0.0492, -0.1928
1678859233.15, 26.6887, 0.0512, -0.1932
1678859233.25, 26.8397, 0.0412, -0.2002
1678859233.35, 26.9819, 0.0268, -0.2039
1678859233.46, 27.1252, 0.0275, -0.2026
1678859233.55, 27.2418, 0.0433, -0.2034
1678859233.65, 27.3858, 0.0259, -0.2124
1678859233.76, 27.5237, 0.0172, -0.2158
1678859233.85, 27.6592, -0.0036, -0.2192
1678859233.95, 27.7844, -0.0123, -0.2165
1678859234.06, 27.9327, -0.0023, -0.194
1678859234.15, 28.0509, -0.0211, -0.2228
1678859234.26, 28.1866, -0.0164, -0.219
1678859234.35, 28.3378, -0.0306, -0.2296
1678859234.45, 28.4618, -0.0352, -0.2301
1678859234.56, 28.5841, -0.0229, -0.2242
1678859234.65, 28.6726, -0.0142, -0.1692
1678859234.75, 28.802, -0.0108, -0.1713
1678859234.86, 28.9346, -0.0449, -0.1737
1678859234.95, 29.0672, -0.0411, -0.176
1678859235.06, 29.1996, -0.0362, -0.1782
1678859235.15, 29.3142, -0.0458, -0.1802
1678859235.25, 29.4479, -0.0592, -0.1825
1678859235.36, 29.5775, -0.0519, -0.1847
1678859235.46, 29.6928, -0.0601, -0.1867
1678859235.56, 29.8354, -0.0741, -0.1891
1678859235.66, 29.9491, -0.0805, -0.1911
1678859235.75, 30.0697, -0.0689, -0.1931
1678859235.86, 30.194, -0.0972, -0.1953
1678859235.95, 30.3196, -0.0851, -0.1974
1678859236.06, 30.4392, -0.1118, -0.1996
1678859236.15, 30.5642, -0.0968, -0.2016
1678859236.26, 30.6768, -0.1219, -0.2037
1678859236.36, 30.7967, -0.1066, -0.2056
1678859236.46, 30.9134, -0.1313, -0.2077
1678859236.55, 31.0392, -0.1147, -0.2098
1678859236.65, 31.1477, -0.1384, -0.2118
1678859236.76, 31.251, -0.1382, -0.2135
1678859236.85, 31.3769, -0.1417, -0.2157
1678859236.96, 31.4769, -0.1402, -0.2174
1678859237.05, 31.6005, -0.1657, -0.2196
1678859237.16, 31.7215, -0.1678, -0.2217
1678859237.26, 31.8193, -0.1646, -0.2233
1678859237.35, 31.93, -0.1871, -0.2253
1678859237.45, 32.048, -0.1643, -0.2272
1678859237.56, 32.1558, -0.1861, -0.2292
1678859237.66, 32.2652, -0.208, -0.2311
1678859237.75, 32.3547, -0.2015, -0.2326
1678859237.85, 32.4841, -0.2029, -0.2348
1678859237.96, 32.5916, -0.2239, -0.2367
